date,sleep_hours
2022-01-01,6.927081
2022-01-02,6.8706264
2022-01-03,6.568942
2022-01-04,6.623342
2022-01-05,6.623342
2022-01-06,6.7203336
2022-01-07,6.774811
2022-01-08,6.89425
2022-01-19,6.7579503
2022-01-20,6.887773
2022-01-21,6.9422503
2022-01-22,7.0616894
2022-01-23,7.0052347
2022-01-24,6.7035503
2022-01-25,6.7579503
2022-01-26,6.7579503
2022-01-27,6.887773
2022-01-28,6.9422503
2022-01-29,7.0616894
2022-01-30,7.0052347
2022-01-31,6.7035503
2022-02-01,6.623342
2022-02-02,6.623342
2022-02-04,6.807642
2022-02-05,6.927081
2022-02-06,6.8377953
2022-02-07,6.536111
2022-02-08,6.590511
2022-02-09,6.590511
2022-02-10,6.7203336
2022-02-11,6.774811
2022-02-12,6.9728775
2022-02-13,6.916423
2022-02-14,6.6147385
2022-02-15,6.6691384
2022-02-16,6.6691384
2022-02-17,6.887773
2022-02-18,6.9422503
2022-02-19,7.0616894
2022-02-20,7.0052347
2022-02-21,6.7035503
2022-02-22,6.7579503
2022-02-23,6.7579503
2022-02-24,6.887773
2022-02-25,6.9422503
2022-02-26,7.0616894
2022-02-27,7.0052347
2022-02-28,6.7035503
2022-03-01,6.7749615
2022-03-02,6.7749615
2022-03-03,6.904784
2022-03-04,6.9592614
2022-03-05,7.014335
2022-03-06,6.9894147
2022-03-07,6.6877303
2022-03-08,6.6939907
2022-03-09,6.6939907
2022-03-10,6.8238134
2022-03-11,6.8782907
2022-03-12,7.0535617
2022-03-13,7.0614724
2022-03-14,6.7182183
2022-03-15,6.7726183
2022-03-16,6.7726183
2022-03-17,6.991253
2022-03-18,7.04573
2022-03-19,7.1423736
2022-03-20,7.1502843
2022-03-21,6.80703
2022-03-22,6.86143
2022-03-23,6.86143
2022-03-24,6.991253
2022-03-25,7.04573
2022-03-26,7.1423736
2022-03-27,7.1502843
2022-03-28,6.80703
2022-03-29,6.86143
2022-03-30,6.86143
2022-03-31,6.991253
2022-04-01,6.8878837
2022-04-02,7.014335
2022-04-03,6.950868
2022-04-04,6.6491838
2022-04-05,6.7035837
2022-04-06,6.6707525
2022-04-07,6.8005753
2022-04-08,6.806913
2022-04-09,6.974934
2022-04-11,6.568213
2022-04-12,6.7012405
2022-04-13,6.6418433
2022-04-14,6.771666
2022-04-15,6.8261433
2022-04-16,7.0535617
2022-04-17,7.0195093
2022-04-18,6.676255
2022-04-19,6.730655
2022-04-20,6.730655
2022-04-21,6.860478
2022-04-22,6.914955
2022-04-23,7.1423736
2022-04-24,7.0195093
2022-04-25,6.676255
2022-04-26,6.730655
2022-04-27,6.730655
2022-04-28,6.860478
2022-04-29,6.914955
2022-04-30,7.1423736
2022-05-01,6.950868
2022-05-02,6.6491838
2022-05-03,6.7035837
2022-05-04,6.7035837
2022-05-05,6.8334064
2022-05-06,6.8550525
2022-05-07,6.981504
2022-05-08,6.911467
2022-05-09,6.568213
2022-05-11,6.622613
2022-05-12,6.8310633
2022-05-13,6.8261433
2022-05-14,7.0535617
2022-05-15,6.9306974
2022-05-16,6.5874434
2022-05-17,6.730655
2022-05-18,6.730655
2022-05-19,6.860478
2022-05-20,6.914955
2022-05-21,7.1423736
2022-05-22,7.0195093
2022-05-23,6.676255
2022-05-24,6.730655
2022-05-25,6.730655
2022-05-26,6.860478
2022-05-27,6.914955
2022-05-28,7.1423736
2022-05-29,7.0195093
2022-05-30,6.676255
2022-05-31,6.730655
2022-06-01,6.7133446
2022-06-02,6.8431673
2022-06-03,6.8976445
2022-06-04,7.014335
2022-06-05,6.960629
2022-06-06,6.5930953
2022-06-07,6.6474953
2022-06-08,6.5993557
2022-06-09,6.7291784
2022-06-10,6.7836556
2022-06-11,6.941916
2022-06-12,6.9668374
2022-06-13,6.6235833
2022-06-14,6.6779833
2022-06-15,6.6779833
2022-06-16,6.807806
2022-06-17,6.984113
2022-06-18,7.1423736
2022-06-19,7.0886674
2022-06-20,6.7454133
2022-06-21,6.7998133
2022-06-22,6.7998133
2022-06-23,6.929636
2022-06-24,6.984113
2022-06-25,7.1423736
2022-06-26,7.0886674
2022-06-27,6.7454133
2022-06-28,6.7998133
2022-06-30,6.929636
2022-07-01,6.8976445
2022-07-02,7.014335
2022-07-03,6.960629
2022-07-04,6.6589446
2022-07-05,6.7133446
2022-07-06,6.6474953
2022-07-07,6.777318
2022-07-08,6.7836556
2022-07-09,6.941916
2022-07-10,6.88821
2022-07-11,6.5449557
2022-07-12,6.6779833
2022-07-13,6.6779833
2022-07-14,6.807806
2022-07-15,6.862283
2022-07-16,7.0205436
2022-07-17,7.0886674
2022-07-18,6.7454133
2022-07-19,6.7998133
2022-07-20,6.7998133
2022-07-21,6.929636
2022-07-22,6.984113
2022-07-23,7.1423736
2022-07-24,7.0886674
2022-07-26,6.7998133
2022-07-27,6.7998133
2022-07-28,6.929636
2022-07-29,6.984113
2022-07-30,7.1423736
2022-07-31,7.0886674
2022-08-01,6.6491838
2022-08-02,6.7035837
2022-08-03,6.7035837
2022-08-04,6.8334064
2022-08-05,6.8878837
2022-08-06,6.948486
2022-08-07,6.885019
2022-08-08,6.535195
2022-08-11,6.7194176
2022-08-12,6.8188777
2022-08-13,6.986899
2022-08-14,6.8640347
2022-08-15,6.5207806
2022-08-16,6.5751805
2022-08-17,6.6970105
2022-08-18,6.8268332
2022-08-19,6.8813105
2022-08-20,7.108729
2022-08-21,6.9858646
2022-08-22,6.6426105
2022-08-23,6.6970105
2022-08-24,6.6970105
2022-08-25,6.8268332
2022-08-26,6.8813105
2022-08-27,7.108729
2022-08-28,6.9858646
2022-08-29,6.6426105
2022-08-30,6.6970105
2022-08-31,6.6970105
2022-09-01,6.8334064
2022-09-02,6.8878837
2022-09-03,7.014335
2022-09-04,6.950868
2022-09-05,6.6491838
2022-09-06,6.6377344
2022-09-07,6.6377344
2022-09-08,6.7194176
2022-09-09,6.773895
2022-09-10,6.941916
2022-09-11,6.878449
2022-09-13,6.5751805
2022-09-14,6.5751805
2022-09-15,6.7050033
2022-09-16,6.7594805
2022-09-17,7.108729
2022-09-18,6.9858646
2022-09-19,6.6426105
2022-09-20,6.6970105
2022-09-21,6.6970105
2022-09-22,6.8268332
2022-09-23,6.8813105
2022-09-24,7.108729
2022-09-25,6.9858646
2022-09-26,6.6426105
2022-09-27,6.6970105
2022-09-28,6.6970105
2022-09-29,6.8268332
2022-09-30,6.8813105
2022-10-01,7.014335
2022-10-02,6.950868
2022-10-03,6.6491838
2022-10-04,6.7035837
2022-10-05,6.7035837
2022-10-06,6.767557
2022-10-07,6.8220344
2022-10-08,6.941916
2022-10-09,6.878449
2022-10-10,6.535195
2022-10-11,6.589595
2022-10-12,6.6345778
2022-10-13,6.7050033
2022-10-14,6.7594805
2022-10-15,6.986899
2022-10-16,6.8640347
2022-10-18,6.6970105
2022-10-19,6.6970105
2022-10-20,6.8268332
2022-10-21,6.8813105
2022-10-22,7.108729
2022-10-23,6.9858646
2022-10-24,6.6426105
2022-10-25,6.6970105
2022-10-26,6.6970105
2022-10-27,6.8268332
2022-10-28,6.8813105
2022-10-29,7.108729
2022-10-30,6.9858646
2022-10-31,6.6426105
2022-11-01,6.6226745
2022-11-02,6.6226745
2022-11-03,6.752497
2022-11-04,6.8069744
2022-11-05,6.862048
2022-11-06,6.869959
2022-11-07,6.5682745
2022-11-08,6.6226745
2022-11-09,6.6226745
2022-11-10,6.752497
2022-11-11,6.8069744
2022-11-12,6.907031
2022-11-13,6.914942
2022-11-14,6.6132574
2022-11-15,6.6676574
2022-11-16,6.6676574
2022-11-17,6.79748
2022-11-18,6.8519573
2022-11-19,6.907031
2022-11-20,6.914942
2022-11-21,6.6132574
2022-11-22,6.6676574
2022-11-23,6.6676574
2022-11-24,6.79748
2022-11-25,6.8519573
2022-11-26,6.907031
2022-11-27,6.914942
2022-11-28,6.6132574
2022-11-29,6.6676574
2022-11-30,6.6676574
2022-12-01,6.6811194
2022-12-03,6.862048
2022-12-04,6.798581
2022-12-05,6.4968967
2022-12-06,6.5512967
2022-12-07,6.5512967
2022-12-08,6.6811194
2022-12-09,6.7355967
