date,sleep_hours
2022-01-01,6.998065670406451
2022-01-02,6.990959399525229
2022-01-03,7.261277828340423
2022-01-04,7.094745739651732
2022-01-05,6.728679554220902
2022-01-06,6.792441314914196
2022-01-07,6.821460021255978
2022-01-08,6.97422149530528
2022-01-19,6.987543398438502
2022-01-20,7.279545550559048
2022-01-21,7.135573000452841
2022-01-22,6.7925296454727215
2022-01-23,6.879340603182282
2022-01-24,6.930982704452655
2022-01-25,7.322306932523709
2022-01-26,7.090915814949652
2022-01-27,7.150340512262142
2022-01-28,7.3292135897799895
2022-01-29,7.671513022361218
2022-01-30,7.537446569877145
2022-01-31,7.198124022140058
2022-02-01,7.282267591244669
2022-02-02,7.778573783006528
2022-02-04,7.617818950481096
2022-02-05,7.44918564504795
2022-02-06,7.235478949894406
2022-02-07,6.908334171332969
2022-02-08,7.070406789921053
2022-02-09,7.045393145926798
2022-02-10,6.980272823409243
2022-02-11,7.326506743627689
2022-02-12,7.419665407178196
2022-02-13,7.063701373293665
2022-02-14,7.132733446577618
2022-02-15,7.162119791954794
2022-02-16,7.5926838190047485
2022-02-17,7.127569948296567
2022-02-18,7.297305984324153
2022-02-19,7.051581722505327
2022-02-20,7.116829149973227
2022-02-21,7.144980724728182
2022-02-22,7.5843258360670704
2022-02-23,6.918495509096756
2022-02-24,6.946896657917661
2022-02-25,6.933608489145934
2022-02-26,6.294086615326746
2022-02-27,5.940333827631454
2022-02-28,6.016479541134864
2022-03-01,6.366395707557036
2022-03-02,6.658301211731969
2022-03-03,6.508626133082489
2022-03-04,6.154255979705092
2022-03-05,6.224236161932952
2022-03-06,6.253799729754383
2022-03-07,6.401360982811191
2022-03-08,6.403791486755829
2022-03-09,6.679388624455307
2022-03-10,6.2004048486991366
2022-03-11,6.217625040918473
2022-03-12,6.354688239135522
2022-03-13,6.348699117065112
2022-03-14,6.618123922178995
2022-03-15,6.448705956267439
2022-03-16,6.077790732038183
2022-03-17,6.1347791892311125
2022-03-18,6.155148532978452
2022-03-19,6.297441873946753
2022-03-20,6.298543275171786
2022-03-21,6.57664832989985
2022-03-22,6.417187680701051
2022-03-23,6.057161230000035
2022-03-24,6.125601188741335
2022-03-25,6.157603272323698
2022-03-26,6.3113269559975125
2022-03-27,6.323281125823516
2022-03-28,6.6113049803626645
2022-03-29,6.460501333927623
2022-03-30,6.107579826998707
2022-03-31,6.1813279672450925
2022-04-01,6.216649112413636
2022-04-02,6.371568142975037
2022-04-03,6.382521028080198
2022-04-04,6.667338047858792
2022-04-05,6.5111777697638935
2022-04-06,6.1508692726661485
2022-04-07,6.215380571214238
2022-04-08,6.23985242088412
2022-04-09,6.382598358767139
2022-04-11,6.380387326005712
2022-04-12,6.651418808667363
2022-04-13,6.481247795513213
2022-04-14,6.107117268971861
2022-04-15,6.158416420811013
2022-04-16,6.170704022247424
2022-04-17,6.302698057215973
2022-04-18,6.2915482164628695
2022-04-19,6.555801433103825
2022-04-20,6.381317988214445
2022-04-21,6.005596113714754
2022-04-22,6.058223470928775
2022-04-23,6.074895093106946
2022-04-24,6.2143990272698195
2022-04-25,6.213886365024751
2022-04-26,6.4918358984226
2022-04-27,6.33397094727164
2022-04-28,5.9775862653570035
2022-04-29,6.052003347244666
2022-04-30,6.092593632038488
2022-05-01,6.2577707147771875
2022-05-02,6.284268100911493
2022-05-03,6.5901125600638
2022-05-04,6.46055042439826
2022-05-05,6.13238452161101
2022-05-06,6.2344398356406385
2022-05-07,6.301597157129783
2022-05-08,6.491795599729985
2022-05-09,6.541320288183614
2022-05-11,6.867785055242712
2022-05-12,6.756067288827222
2022-05-13,6.442652435251182
2022-05-14,6.556106091110493
2022-05-15,6.63111281248141
2022-05-16,6.825482413846054
2022-05-17,6.8754399908443915
2022-05-18,7.198609465013019
2022-05-19,7.079947786515459
2022-05-20,6.756087328402533
2022-05-21,6.855804464868365
2022-05-22,6.914053552269614
2022-05-23,7.08896720345005
2022-05-24,7.1171392324178795
2022-05-25,7.416600231909691
2022-05-26,7.272743101615877
2022-05-27,6.922656255551811
2022-05-28,6.995582704610616
2022-05-29,7.0269444407087684
2022-05-30,7.175333220076415
2022-05-31,7.177784324649538
2022-06-01,7.452743456500004
2022-06-02,7.285984261942097
2022-06-03,6.914934375078279
2022-06-04,6.969128319614504
2022-06-05,6.98422680983166
2022-06-06,7.1190036440537945
2022-06-07,7.11061683324049
